,Unnamed: 0.2,Unnamed: 0.1,url,Context,Unnamed: 0,RE_pred
44,4044,4044,https://migri.fi/en/faq-residence-permits,You can only apply for an extended permit if you are in Finland.,2176.0,"['entities are person, location, document, activity', 'person: you, location: Finland, document: extended permit, activity: apply', 'you, Finland, location_of_activity, None', 'extended permit, apply, requirement, place_of_application']"
45,4045,4045,https://migri.fi/en/faq-residence-permits,"If you submit your application for a residence permit abroad and visit a Finnish mission (embassy or consulate) to prove your identity, your application will be processed as a first residence permit application.",2177.0,"['entities, relation and qualifiers can vary based on interpretation of the sentence', 'application, residence permit, requirement, application_form:submit abroad', 'Finnish mission, identity, where, ', 'application, first residence permit, processing, ']"
46,4046,4046,https://migri.fi/en/faq-residence-permits,The fee charged is the processing fee for a first residence permit application.,2178.0,"['fee charged, processing fee, cost, N/A', 'processing fee, first residence permit application, cost, N/A']"
47,4047,4047,https://migri.fi/en/faq-residence-permits,You will find more information about applying for an extended permit on the page migri.fi/extended-permit.,2179.0,"['migri.fi/extended-permit, page, where, None']"
48,4048,4048,https://migri.fi/en/faq-residence-permits,You can wait for your decision in Finland.,2180.0,[]
49,4049,4049,https://migri.fi/en/faq-residence-permits,"You have submitted your application in Enter Finland before the expiration of your current residence permit, which means that you have applied for an extended permit in time.",2181.0,"['Entity1: application, Entity2: residence permit, Relation: requirement, Qualifier: current residence permit expiration']"
50,4050,4050,https://migri.fi/en/faq-residence-permits,You still need to prove your identity in order for us to be able to start processing your application for an extended permit.,2182.0,"['Entity1: you, Entity2: application for an extended permit, Relation: requirement, Qualifier Key: identity verification, Qualifier Value: needed']"
51,4051,4051,https://migri.fi/en/faq-residence-permits,Book an appointment at one of our service points in our appointment system as soon as there are available appointment times.,2183.0,"['appointment system, someone who books an appointment', 'appointment, service points', 'appointment, availability of appointment times', 'appointment system, appointment, done_by, None', 'appointment, service points, where, None', 'appointment, available appointment times, frequency, None']"
52,4052,4052,https://migri.fi/en/faq-residence-permits,You are required to visit a service point to prove your identity within three months of the date when you submitted your application.,2184.0,"['you, service point, identity', 'requirement', 'required time frame, three months from application date', 'you, service point, requirement, required time frame: three months from application date']"
53,4053,4053,https://migri.fi/en/faq-residence-permits,We cannot start processing your application before you have proved your identity.,2185.0,"['identity, application, requirement, None']"
54,4054,4054,https://migri.fi/en/faq-residence-permits,Changes in the Alien act 23.2.2023,2186.0,[]
55,4055,4055,https://migri.fi/en/faq-residence-permits,"The amendments to the Aliens Act are not subject to a transition period, which means that your application will be processed in accordance with the new rules as soon as they enter into force.",2187.0,"['Aliens Act, application, processed, accordance with the new rules, None']"
56,4056,4056,https://migri.fi/en/faq-residence-permits,See the web pages concerning the type of application you submitted for information about how the requirements for granting the permit have changed.,2188.0,[]
57,4057,4057,https://migri.fi/en/faq-residence-permits,"If you notice that important information is missing, you can supplement your application with additional information.",2189.0,[]
58,4058,4058,https://migri.fi/en/faq-residence-permits,"If you submitted your application using the Enter Finland online service, you can add information and attachments by selecting âsend additional informationâ.",2190.0,[]
59,4059,4059,https://migri.fi/en/faq-residence-permits,"If you applied for a residence permit using a paper form, you can send us additional information by email to migri@migri.fi.",2191.0,"['Entity1: residence permit, Entity2: paper form, Relation: application_form, Qualifier: NA', 'Entity1: Migri, Entity2: email, Relation: contact_info, Qualifier: NA']"
60,4060,4060,https://migri.fi/en/faq-residence-permits,"If more information is needed for your application, we will also send you a request for additional information.",2192.0,"['information, application, send, N/A', 'application, request for, request, N/A']"
61,4061,4061,https://migri.fi/en/faq-residence-permits,This will extend the processing time of your application.,2193.0,[]
62,4062,4062,https://migri.fi/en/faq-residence-permits,"If you have applied for a residence permit using the application for an employed person, specialist, the EU Blue Card, athlete, person with a degree or research completed in Finland, or other employment, and meet the requirements for the residence permit based on your application documents, the Finnish Immigration Service will grant you the permit without additional steps.",2194.0,"['Finnish Immigration Service, residence permit, requirement, None', 'application for an employed person, application documents, application_form, None', 'specialist, application documents, application_form, None']"
63,4063,4063,https://migri.fi/en/faq-residence-permits,"In other cases, we will contact you or your employer.",2195.0,"['you, employer, contact_info']"
64,4064,4064,https://migri.fi/en/faq-residence-permits,"If you have, for example,",2196.0,[]
65,4065,4065,https://migri.fi/en/faq-residence-permits,it is possible that you cannot be granted the residence permit for which you have applied.,2197.0,"['Entity1: residence permit, Entity2: - , Relation: eligibility, Qualifier Key: reason, Qualifier Value: can not be granted']"
66,4066,4066,https://migri.fi/en/faq-residence-permits,"In such cases, the Finnish Immigration Service will contact you asking you to change your application and apply instead for a residence permit for an employed person (TTOL), for example.",2198.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value', '""Finnish Immigration Service"", ""you"", ""contact"", None', '""you"", ""application"", ""change"", None', '""application"", ""residence permit"", ""apply for"", ""type: employed person (TTOL']"
67,4067,4067,https://migri.fi/en/faq-residence-permits,You will also receive instructions on how to pay the difference in the processing fees for the permits.,2199.0,"['processing fees, permits, Instructions, Qualifier: Payment, Difference']"
68,4068,4068,https://migri.fi/en/faq-residence-permits,"If you do not agree to change your application or pay the difference in the processing fees, we may not be able to grant you a residence permit.",2200.0,"['you, residence permit, grant, condition: change application or pay the difference in the', 'you, residence permit, grant, entity3: processing fees']"
69,4069,4069,https://migri.fi/en/faq-residence-permits,"No, you do not.",2201.0,[]
70,4070,4070,https://migri.fi/en/faq-residence-permits,See our work in Finland page for a table of all old legal provisions regarding the right to work.,2202.0,"['our work in Finland page, table, description, None']"
71,4071,4071,https://migri.fi/en/faq-residence-permits,"No changes have been made to the actual right to work, and only the legal provisions of the Aliens Act regarding the right to work have changed.",2203.0,[]
72,4072,4072,https://migri.fi/en/faq-residence-permits,You or your employer can use the table to check the new legal provision on the right to work.,2204.0,"['employer, legal provision, use, None', 'right to work, None, provision on, None']"
73,4073,4073,https://migri.fi/en/faq-residence-permits,You will receive a new card with the new legal provision printed on it when you apply for,2205.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value', '""you"", ""new card"", ""requirement"", ""legal provision printed""']"
74,4074,4074,https://migri.fi/en/faq-residence-permits,"Your employer can complete the âTerms of Employmentâ paper form (pdf), which you can then attach to your application.",2206.0,"['Entity1: employer, Entity2: Terms of Employment paper form, Relation: application_form, Qualifier Key: form type, Qualifier Value: pdf']"
75,4075,4075,https://migri.fi/en/faq-residence-permits,"If you are applying for a residence permit on the basis of work, there may have been certain changes to your application.",2207.0,"['Entity1: you, Entity2: residence permit, Relation: requirement, Qualifier: basis of work']"
76,4076,4076,https://migri.fi/en/faq-residence-permits,See the application page of the residence permit for which you are applying to check,2208.0,"['Entity1: application page, Entity2: residence permit, Relation: check, Qualifier: None']"
77,4077,4077,https://migri.fi/en/faq-residence-permits,Please note that your employer must supplement your application by filling in the terms of employment.,2209.0,"['Entity1: employer, Entity2: application, Relation: supplement, Qualifier Key: employment terms']"
78,4078,4078,https://migri.fi/en/faq-residence-permits,"If you have already submitted your residence permit application and notice that information such as the terms of employment is missing, you can add this information to your application.",2210.0,"['residence permit application, information, missing', 'have, missing, requirement', 'terms of employment, , ']"
79,4079,4079,https://migri.fi/en/faq-residence-permits,"If you submitted your application using the Enter Finland online service, add the missing information by selecting âsend additional informationâ.",2211.0,"['application, Enter Finland online service, done_by, using, the online service']"
80,4080,4080,https://migri.fi/en/faq-residence-permits,"If you applied for the residence permit on paper, you can send us additional information by email to migri@migri.fi.",2212.0,"['residence permit, paper, application_form, application method, on paper', 'email, migri.fi, contact_info, contact information, migri@migri.fi']"
81,4081,4081,https://migri.fi/en/faq-residence-permits,You can be granted a residence permit for the entire duration of your studies.,2213.0,"['residence permit, duration of studies, granted for, entire']"
82,4082,4082,https://migri.fi/en/faq-residence-permits,"Make sure that you renew your passport early enough before it expires, and that you have a valid passport while you are in Finland.",2214.0,"['passport, renewal, activity, None', 'passport, expiry, event, None', 'passport, Finland, location, None', 'passport, validity, requirement, None']"
83,4083,4083,https://migri.fi/en/faq-residence-permits,You should apply for the residence permit for persons with a degree completed in Finland.,2215.0,"['residence permit, persons with a degree completed in Finland, target_group, null']"
84,4084,4084,https://migri.fi/en/faq-residence-permits,"If your application was sent before 23 February 2023 and it included all the necessary information and attachments, the decision must be made within four months by law.",2216.0,"['application, decision, processing_time, 4 months']"
85,4085,4085,https://migri.fi/en/faq-residence-permits,"If your application, including all the necessary information and attachments, was sent on 23 February 2023 or later, the decision must be made within two months by law.",2217.0,"['Entity1: application, Entity2: information and attachments, Relation: requirement, Qualifier Key: date, Qualifier Value: 23 February 2023 or later', 'Entity1: decision, Entity2: application, Relation: processing_time, Qualifier Key: length, Qualifier Value: 2 months', 'Entity1: law, Entity2: processing_time, Relation: describes']"
86,4086,4086,https://migri.fi/en/faq-residence-permits,"However, the expected processing times for applications may vary, as applications are not comparable.",2218.0,"['processing times, applications, vary']"
87,4087,4087,https://migri.fi/en/faq-residence-permits,"The processing time depends, among other things, on how much time examining the matter requires, whether other authorities take part in the decision-making and whether additional information must be requested for processing the application.",2219.0,"['Entity1: processing time, Entity2: matter, Relation: depends on, Qualifier Key: factors, Qualifier Value: examining time, participation of other authorities, request for additional information']"
88,4088,4088,https://migri.fi/en/faq-residence-permits,Note also that your employer must add the terms of employment to your application and you must prove your identity.,2220.0,"['Entity1, Entity2, application_form, application: your application; proof: identity']"
89,4089,4089,https://migri.fi/en/faq-residence-permits,"For more information, see the pages Processing times and What affects the processing time of your application?",2221.0,"['entities are highlighted in bold', 'Processing times, pages, where, location ', 'Processing times, application, affects, what', 'processing time, application, description, None']"
90,4090,4090,https://migri.fi/en/faq-residence-permits,We may conduct register checks in different national registers.,2223.0,"['register checks, national registers, where, None']"
91,4091,4091,https://migri.fi/en/faq-residence-permits,Information on how you advance your studies comes from the Koski register.,2224.0,"['Koski register, studies, source_of_information']"
92,4092,4092,https://migri.fi/en/faq-residence-permits,"For more information about the Koski register, see the website of the Finnish National Agency for Education (in Finnish, oph.fi).",2225.0,"['Koski register, Finnish National Agency for Education, description, language: Finnish']"
93,4093,4093,https://migri.fi/en/faq-residence-permits,"If we consider the withdrawal of a permit, we will always make an individual assessment of the permit holderâs situation.",2226.0,"[""Entity1: permit holder's situation, Entity2: withdrawal of a permit, Relation: assessment, Qualifier: None""]"
94,4094,4094,https://migri.fi/en/faq-residence-permits,"Before any decisions to cancel your permit, we will always contact you and ask for your opinion on the possible withdrawal of your permit.",2227.0,"['permit, you, withdrawal, N/A']"
95,4095,4095,https://migri.fi/en/faq-residence-permits,"If you have a family member living in Finland, we will ask his or her opinion, too.",2228.0,"['family member, Finland, opinion']"
96,4096,4096,https://migri.fi/en/faq-residence-permits,Your residence permit will not be withdrawn without a valid reason.,2229.0,"['residence permit, None', 'withdrawn, residence permit, description, not without a valid reason']"
97,4097,4097,https://migri.fi/en/faq-residence-permits,"If the register checks that are part of the automatic post-decision monitoring suggest that the grounds for your permit should be inspected more closely, the matter will be moved to a Finnish Immigration Service official for processing and closer examination.",2230.0,"['register checks, post-decision monitoring, done_by, part of: the automatic post-decision monitoring', 'grounds, permit, done_by, None', 'Finnish Immigration Service official, processing and closer examination, done_by, None']"
98,4098,4098,https://migri.fi/en/faq-residence-permits,"The decision to withdraw your permit will be made by a human, that is, an official of the Finnish Immigration Service.",2231.0,"['permit, official, done_by, None', 'official, Finnish Immigration Service, done_by, None', 'official, human, done_by, None']"
99,4099,4099,https://migri.fi/en/faq-residence-permits,"Before we cancel a permit, we will ask for your opinion on the withdrawal of your permit.",2232.0,"['Entity1: permit, Entity2: opinion, Relation: ask for, Qualifier: withdrawal']"
100,4100,4100,https://migri.fi/en/faq-residence-permits,Granting a residence permit requires that you have sufficient financial resources for living in Finland.,2233.0,"['sufficient financial resources, residence permit, requirement, activity/occupation', 'living in Finland, sufficient financial resources, where, ']"
101,4101,4101,https://migri.fi/en/faq-residence-permits,A short gap in your income does not mean that we will start considering the withdrawal of your permit immediately.,2234.0,"['Entity1: income, Entity2: permit, Relation: withdrawal, Qualifier: None']"
102,4102,4102,https://migri.fi/en/faq-residence-permits,"However, please note that if you hold a residence permit for an employed person but become unemployed, we may initiate a process for withdrawing your residence permit after you have been unemployed for 3 months.",2235.0,"['Entity1: residence permit, Entity2: process, Relation: description', 'Entity1: employed person, Entity2: unemployed, Relation: eligibility, Qualifier Key: time, Qualifier Value: 3 months']"
103,4103,4103,https://migri.fi/en/faq-residence-permits,We have carried out post-decision monitoring since 2017.,2236.0,"['No relationship exists in the sentence', 'post-decision monitoring, N/A, N/A, activity, carried out', 'post-decision monitoring, N/A, N/A, time period, since 2017']"
104,4104,4104,https://migri.fi/en/faq-residence-permits,"Each year, we select certain permit categories for post-decision monitoring.",2237.0,"['permit categories, post-decision monitoring, selection']"
105,4105,4105,https://migri.fi/en/faq-residence-permits,The Finnish Immigration Service is authorised to monitor all residence permits.,2238.0,"['Finnish Immigration Service, residence permits, monitoring, None']"
106,4106,4106,https://migri.fi/en/faq-residence-permit-card,Frequently asked questions: The residence permit card,2239.0,"['residence permit card, None, description, None']"
107,4107,4107,https://migri.fi/en/faq-residence-permit-card,Your fingerprints will be taken when you submit your residence permit application.,2240.0,"['residence permit application, fingerprints, done_by']"
108,4108,4108,https://migri.fi/en/faq-residence-permit-card,"Abroad this takes place at a Finnish mission (embassy or consulate), and in Finland at a service point of the Finnish Immigration Service.",2241.0,"['Finnish mission, abroad, where, None', 'embassy, Finnish mission, services, None', 'consulate, Finnish mission, services, None', 'Finnish Immigration Service, Finland, where, None', 'service point, Finnish Immigration Service, services, None']"
109,4109,4109,https://migri.fi/en/faq-residence-permit-card,All persons over the age of 6 submitting an application for a residence permit must give their fingerprints while submitting the application.,2242.0,[]
110,4110,4110,https://migri.fi/en/faq-residence-permit-card,For instance long distances or economic reasons are not sufficient grounds for failing to give one's fingerprints.,2243.0,"['fingerprints, grounds, requirement, not sufficient']"
111,4111,4111,https://migri.fi/en/faq-residence-permit-card,"If you lose your card in Finland or your card is stolen in Finland, report this to the police.",2244.0,"['lose your card in Finland, card, done_by, Entity2: police']"
112,4112,4112,https://migri.fi/en/faq-residence-permit-card,Apply for a new card at a service point of the Finnish Immigration Service.,2245.0,"['Finnish Immigration Service, new card, services']"
113,4113,4113,https://migri.fi/en/faq-residence-permit-card,You will need to give your fingerprints again.,2246.0,"['Entity1, Entity2, Relation, Qualifier Key: Qualifier Value', 'fingerprints, requirement, None']"
114,4114,4114,https://migri.fi/en/faq-residence-permit-card,"If you lose your card while abroad, or your card is stolen while abroad, report this to the authorities of the country you are visiting.",2247.0,"['Entity1: card, Entity2: authorities, Relation: where, Qualifier Key: condition, Qualifier Value: while abroad', 'Entity1: card, Entity2: country, Relation: where, Qualifier Key: condition, Qualifier Value: while visiting', 'Entity1: report, Entity2: authorities, Relation: done_by, Qualifier Key: condition, Qualifier Value: while abroad/stolen']"
115,4115,4115,https://migri.fi/en/faq-residence-permit-card,"If you are unable to travel to Finland without a visa, you can apply for a D visa so that you can return to Finland.",2248.0,"['visa, Finland, requirement, purpose: return to Finland', 'D visa, Finland, requirement, purpose: return to Finland']"
116,4116,4116,https://migri.fi/en/faq-residence-permit-card,"In that case, fill in and submit the paper application for a D visa.",2249.0,"['Entity1: paper application, Entity2: D visa, Relation: application_form']"
117,4117,4117,https://migri.fi/en/faq-residence-permit-card,Apply for a new card personally at a service point of the Finnish Immigration Service when you are in Finland.,2250.0,"['Entity1: you, Entity2: new card, Relation: application_form, Qualifier: personal application at service point of the Finnish Immigration Service in Finland']"
118,4118,4118,https://migri.fi/en/faq-residence-permit-card,"For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card.",2251.0,"['Renewal of a residence permit card, page, describes']"
119,4119,4119,https://migri.fi/en/faq-residence-permit-card,Inform the Finnish Immigration Service in writing about the incorrect information.,2252.0,['entities not found']
120,4120,4120,https://migri.fi/en/faq-residence-permit-card,Specify what information should be corrected and in what way.,2253.0,[]
121,4121,4121,https://migri.fi/en/faq-residence-permit-card,Remember to also include your contact information.The Finnish Immigration Service will determine the cause of the incorrect information.,2254.0,"['Entity1: Finnish Immigration Service, Entity2: incorrect information, Relation: determination, Qualifier: cause']"
122,4122,4122,https://migri.fi/en/faq-residence-permit-card,"After this, the Finnish Immigration Service will let you know if the information will be corrected without a new application or if you need to apply for a new card.",2255.0,"['information, new application', 'Finnish Immigration Service, information', 'Finnish Immigration Service, information, provide, None', 'information, new application, require, None', 'information, new card, require, None', 'Finnish Immigration Service, information, provide, correct_status: with_new_application/without_new_application']"
123,4123,4123,https://migri.fi/en/faq-residence-permit-card,You must apply for a new passport from the same authorities who issued your previous passport.,2256.0,"['passport, authorities, issued by, None']"
124,4124,4124,https://migri.fi/en/faq-residence-permit-card,Usually this means your own country's embassy in Finland.,2257.0,[]
125,4125,4125,https://migri.fi/en/faq-residence-permit-card,"If you have an alien's passport or a refugee travel document issued by Finland, you must submit a re-application at a service point of the Finnish Immigration Service.",2258.0,"[""alien's passport, Finnish Immigration Service, requirement, issued by, Finland"", 'refugee travel document, Finnish Immigration Service, requirement, issued by, Finland']"
126,4126,4126,https://migri.fi/en/faq-residence-permit-card,"The residence permit sticker will not be transferred to your new passport, instead you must apply for a residence permit card from the Finnish Immigration Service.",2259.0,"['residence permit sticker, residence permit card, application_form, issued_by, Finnish Immigration Service']"
127,4127,4127,https://migri.fi/en/faq-residence-permit-card,The residence permit card is proof of your right to reside in Finland.,2260.0,"['residence permit card, proof, describes, right to reside']"
128,4128,4128,https://migri.fi/en/faq-residence-permit-card,Identiy yourself or apply for a new card in person at a service point of the Finnish Immigration Service.,2261.0,[]
129,4129,4129,https://migri.fi/en/faq-residence-permit-card,"For more information on how to renew your residence permit card, please visit migri.fi/en/renewal-of-a-residence-permit-card.",2262.0,"['residence permit card, migri.fi/en/renewal-of-a-residence-permit-card, instructions, visit']"
130,4130,4130,https://migri.fi/en/faq-residence-permit-card,It takes approximately two weeks to manufacture and post the residence permit card.,2263.0,"['residence permit card, manufacture, length, approximately two weeks', 'residence permit card, post, length, approximately two weeks']"
131,4131,4131,https://migri.fi/en/faq-residence-permit-card,"The cards are manufactured by a private company, and the Finnish Immigration Service has no influence over how soon the cards can be delivered.",2264.0,"['cards, private company, manufactured, no influence over how soon the cards can be delivered', 'Finnish Immigration Service, cards, no relation, no influence over how soon the cards can be delivered']"
132,4132,4132,https://migri.fi/en/faq-residence-permit-card,Please note that phone calls to the Finnish Immigration Service do not speed up the manufacturing of your card.,2265.0,"['Finnish Immigration Service, card, processing_time']"
133,4133,4133,https://migri.fi/en/faq-residence-permit-card,"Please, find the answer on the page residence permit card.",2266.0,[]
134,4134,4134,https://migri.fi/en/faq-residence-permit-card,Your residence permit card must have the same personal data as your passport.,2267.0,"['Entity1: residence permit card, Entity2: passport, Relation: requirement']"
